textID,text,selected_text,sentiment
770035351c,probably going to miss silverstones race again this season in iracing  so sad   this track is pure laser scanned awesomeness,probably going to miss silverstones race again this season in iracing  so sad   this track is pure laser scanned awesomeness,neutral
31da2314f4, i couldnt eat all my nuggets  finish them for me,i couldnt eat all my nuggets  finish them for me,neutral
467590efd6,its friday but its only friday morning ugh,ugh,negative
fb8369a543,  linda  what do you mean by your last post  it doesnt sound good,  it doesnt sound goo,negative
59cf48529d, working my 4day weekend is over aah well another one coming in 2 weeks,working my 4day weekend is over aah well another one coming in 2 weeks,neutral
9f272e5698, thanks i couldnt find a way around it on itunes though found a little app called switch that did the job nicely,nicely,positive
8cbb0f4bc1, hi lyndon  if you get this before 4pm monday 11 may  i have mail for you from  via tasmania dm me,hi lyndon  if you get this before 4pm monday 11 may  i have mail for you from  via tasmania dm me,neutral
0157208f9a, haha kk tell me when u remember,haha kk tell me when u remember,neutral
b64c61dfa3,ordering pizzas watching diggnation trying out tweetdeck all is good,all is good,positive
ee20c2fdbe, hehe,hehe,positive
4f3b2a12ec, im sorry youre not having the best day  neither am i though  are you working tonight,sorry,negative
f489993b5e,at homeeboring but its okiee gonna see the boyfriend and his momma tomorrow for momma dayy,at homeeboring but its okiee gonna see the boyfriend and his momma tomorrow for momma dayy,neutral
401d7d6bef, awww its still not the same  im going to have a look though,awww its still not the same  im going to have a look though,neutral
3a08bd17e7,eating at zippys with candace,eating at zippys with candace,neutral
7f837b4c33, nope  but the t1i looks super sweet,ks super sweet,positive
50ff617d77,is watching two  a half men work experience again tomorrow,is watching two  a half men work experience again tomorrow,neutral
06ab3d4662,just dropped my new mobile down the loo  fingers crossed it works as i still have 175mths left on the contract,fingers crossed,positive
e99be33a06,cant wait to come home i miss my bubba too bad my parents are taking him to canada,cant wait to come home i miss my bubba too bad my parents are taking him to canada,neutral
aab5b5c265, george b shaw apparently wrote 2000 words a day sure practice works the more you do the more it comes as 2nd nature,george b shaw apparently wrote 2000 words a day sure practice works the more you do the more it comes as 2nd nature,neutral
d38cfe0172, i can understand,i can understand,positive
699bf8c9ce, ahh thats fun  i had work last night a party after went to the movies today to see wolverine was a good weekend,ahh thats fun,positive
7a4dab2e77,ive been dead the past 2 daysthe flu sucks,sucks,negative
6fc13b7e51,  dont make me sad i do agree tho it does need some more of sas magical lyrics,e sad,negative
e8bed4db82,here comes the sun here comes the sun and i say its all right,here comes the sun here comes the sun and i say its all right,neutral
fb77a60a7f,woot favourtie well second favourite episode just came on tow ross and rachel  you know,favourtie,positive
3d4644783b, looks to be a great morning already,great,positive
f2d0709994, haha  thanks,haha  thanks,positive
496b40f091,at la fitness at work right nowpretty busy morning,at la fitness at work right nowpretty busy morning,neutral
47aec7e3be,omg   i found it  thnx,omg   i found it  thn,positive
2682e82587,for the gays i only made 200 tonight,for the gays i only made 200 tonight,neutral
a206385e93,rest in peace marshall,rest in peace ma,negative
3e98247c6b,my life is so exhilerating  family kingdom is such a good summer sport and so is swimming in the ocean at night with kristin,exhilerating,positive
53662969e7, we are all so proud of you i am seriously thinking of joining you next year got to get training,we are all so proud of you,positive
5b8d1c911c,im not going to lie im loving the ace of cakes  wooop lost,loving,positive
ef218941df, morrissey will cure you  i am jealous but not in a slash your tyres way just in a hope you enjoy it wish i cuold go way,morrissey will cure you  i am jealous but not in a slash your tyres way just in a hope you enjoy it wish i cuold go way,neutral
9d7b65be19,haha i just won a 1000 bet i settled for 100  not bad,won,positive
153ca0e3c3,thinking about con law fighting a headache  paying bills,thinking about con law fighting a headache  paying bills,neutral
8e343804b8, good morning and thanks for the retweet,thanks,positive
89496e0696,leather jacketsuncomfortablenot my thing,uncomfortable,negative
581b478e95, we all need that simple reminderthx,we all need that simple reminderthx,positive
f4bd5c5bce,is  happy  cause  my  voice  is  back  3,happy,positive
2c8eff1781,kill me now im so sick    n its friday night,im so sick,negative
1bc5fc5da1,i guess ill do both since i cant really decide which one to choose,i guess ill do both since i cant really decide which one to choose,neutral
d3421437b2,playing pet society,playing pet society,neutral
faa24ec0ee, something like that,something like that,neutral
dfaddf99bb,think i may have broke a toe at the bar tonightthanks drunk girl for steppin all over me,think i may have broke a toe at the bar tonightthanks drunk girl for steppin all over me,negative
f61d1109e9, lol i sed want to not ach dress up for no reason pleaseeeeeeeeeeeeee im bored  lol, pleaseeeeeeeeeeeeee im bored,negative
2bdb19ccd3, oh lovely  that is one thing mums are great at sounds yummy  you are makin me hungry here lol p,oh lovely,positive
242fe19716,good night everybody i love u phillip xo,good,positive
49dc4d26d2, yes im originally from argentina and very mystic about that   bientt de te lire quincy,yes im originally from argentina and very mystic about that   bientt de te lire quincy,neutral
d26317952f,oh man  i was going to connect my old school nintendo to play mario games and is not in the bag i gotta search for it,oh man ,negative
22a3156283,idiotattoveliden thnks for the follow tove  ddoodm idiot,idiotattoveliden thnks for the follow tove  ddoodm idiot,neutral
68257ebec2, did you get your free chocolate i still havent gotten my email,did you get your free chocolate i still havent gotten my email,neutral
a056734a01, cool thanks for the response  ill check out that firefox,cool thanks,positive
44c7651247, good morning sunshine sleepytown is sleepy,good,positive
f1c0904a85, yeah its the ford focus titanium you only get the helicopter add on with the topend luxury models unfortunately,unfortunately,negative
6b4f5aced4,ive worked my finger tips bare today coding but we got there,ive worked my finger tips bare today coding but we got there,neutral
90047c2ef4,i need to be sleeping but im not even tired,i need to be sleeping but im not even tired,neutral
7f1f6cb007, hehe yeah me too  or i would totally write it xd,hehe yeah me too  or i would totally write it xd,neutral
59760341f9,sgt hughes has bacteria meningitis  so i disinfected our female latrine and im writing an essay on meningitis for sgt ski,sgt hughes has bacteria meningitis  so i disinfected our female latrine and im writing an essay on meningitis for sgt ski,neutral
5502e089a6,  and that includes the chotachota stuff released by reflexie arcade too,and that includes the chotachota stuff released by reflexie arcade too,neutral
4c1a9acc22,my followers went from 22 to 20  id follow you back but i cant do anything till i get interwebnet i want more followers im interesting,interesting,positive
e1eac039b5, dammit lets have a private session,dammit,negative
a2f0739de7,photo great night  httptumblrcomxmo1pgymj,great,positive
b77b368c05,bba ooh nice  well i guess not nice at the moment being windy and rainy but i like rain,nice,positive
3dbc0f7847,  but i love your haaaaair,i love,positive
58495407dc, awww poor jayk  try to make the drive funand eat something soonhave a great show tonight i wish i could goi live too far,awww poor jayk  try to make the drive funand eat something soonhave a great show tonight i wish i could goi live too far,neutral
51a6cbb388,i think im about to break my own heart as emo as that sounds meh,break,negative
086a1d96ed,i need to play infamous wheres a free blockbuster rental coupon when you need one i miss that coke reward,i miss,negative
aa6095010e,sickkkk  and i need 1120now,sickkkk,negative
e3a734f16e, i am going to fail my art final fml this was by far the worst semester of my life school wise otherwise it was the best,fail my art final fml this was by far the worst semester of my life school wise otherwise it was the best,neutral
7295959f5a,somehow my alarm became an hour fast and i came to realize it as i was leaving the house it feels good having an early start,it feels good ha,positive
f98927df3a,seriously i dont like girls,dont like,negative
61c3c68a34,this is fun   haha re guy from all american rejects looks like hes on crack,this is fun,positive
cbe913571f,time to wind down and relax a little  i can only change the world a little through twitter each evening  the rest will be up to others,time to wind down and relax a little  i can only change the world a little through twitter each evening  the rest will be up to others,neutral
514f235153, we dont have either of those here,we dont have either of those here,neutral
cf7b5177aa, hahaha im driving so i leave roundabouts when i wake up tomorrow arrive proximately 5 hrs from then  see ya tmw,hahaha im driving so i leave roundabouts when i wake up tomorrow arrive proximately 5 hrs from then  see ya tmw,neutral
b07d1ef685, nawill keep you in turns out you have the odd nugget of wisdom,you have the odd nugget of wisdom,negative
17627e0aad,manim at a loss for wordslooks like ima get an unexpected graduation giftin a good way,manim at a loss for wordslooks like ima get an unexpected graduation giftin a good way,positive
9e7e3d0a5b,just watched mall cop wasnt that funny but wasnt too bad i guess i kinda wish i still worked at a movie theater,just watched mall cop wasnt that funny but wasnt too bad i guess i kinda wish i still worked at a movie theater,neutral
31dabb4504,booo finally i could get back on here my internet went out,booo finally i could get back on here my internet went out,neutral
9752aa6ef0, goodnight lolsz,goodnight,positive
bcb26151fc, well gracias  haha and why is that the plays,s  haha,positive
bcdd284589, that sounds like the scariest zombie dream ever,scariest,negative
e97f79c7ad,where is  ,where is  ,neutral
68e37116cd, see you october love the new book whens the next one out,love,positive
b418473f46, lolol i think its funny that about 190 people think youre lieing about being the real john barrowman,funny,positive
bfa4ae1e4b,  thanks darling girl   ,thanks darling girl,positive
adf4f1ef86, experiencing the unique winnipeg tradition known as the social trying to pace myself,trying to pace myself,positive
efff84261c,i miss my daddy,miss,negative
5b0f71ccc2,stranded  delhi airport  flight delayed,delayed,negative
5a944b1b0f,hey dude who turned down a flyer youre a poser and not nice,not nice,negative
229db69277,came back from bishopstorford went to my aunts wedding party by the way it was fun i got to see my cousins again after about 3 years,it was fun,positive
9476187ac5,i must be the only fool in twitterland that doesnt get retweet  sadsville,fool,negative
af0ac6b470, presentation went well  yes i also met a buch of cool people checked your portfolio nice workdetails in the projects,h of cool people checked your portfolio nice workdetails in the project,positive
bde54d9777, except the fact that its been raining since wednesday and not supposed to stop till monday ew,except the fact that its been raining since wednesday and not supposed to stop till monday ew,negative
e988ebf7b0,fb is boring   and i wanna sing right now ,boring,negative
442ed96bd4,back home  preheatin oven before popping in a pizza,back home  preheatin oven before popping in a pizza,neutral
49ec6f804d,  u guys are soo unfair smh,u guys are soo unfair smh,negative
26d3d6def5,i have no one to go to the spring show with,i have no one to go to the spring show with,neutral
4add23d812, im considering buying one of these hence the monk look   httpbitly9vbzg,im considering buying one of these hence the monk,neutral
3473580c81,just 3 days left for the offf 2009 httpwwwofffws in oeiras portugal see you there,just 3 days left for the offf 2009 httpwwwofffws in oeiras portugal see you there,neutral
7af009703a, no idea offhand but if you keep tweeting about crowdsourcing graphics im sure someone will tell you,no idea offhand but if you keep tweeting about crowdsourcing graphics im sure someone will tell you,neutral
a03b7065e3,writing out to tape  48hoursnz,writing out to tape  48hoursnz,neutral
c9364473ac,feelin a little blue tonight love might be good,feelin a little blue tonight love might be good,neutral
d111b75cd7,everything is good except that neck shot and steves back of the head shots,everything is good except that neck shot and steves back of the head shots,neutral
97236bb589,got firefox working again now i just have to get back all of my bookmarks,got firefox working again now i just have to get back all of my bookmarks,neutral
fdbaccd945,nickj07 umnicks voicesmileeyeslaughand hes a great rolemodel,great,positive
e213be6eeb,dear  astop snoring and b move from the middle of the bed please,dear  astop snoring and b move from the middle of the bed please,neutral
c470d6e777,nothing to do tonight,nothing to do tonight,neutral
bee3fd5dea,on my way to the burial,on my way to the burial,neutral
71b38d4def, feeling any better hon,feeling any better hon,neutral
848bc37f91,spendin time with ant before hes gone for the night,spendin time with ant before hes gone for the night,neutral
f957fd3328,yahoo volleyball hiking eating a fish eye witnessing sleeping on the beach jumping rocks  hanging where jurassic park was filmed,yahoo,positive
013e35a6c5,after 42 hours of not sleeping it is time for bed alaskaso far so good,alaskaso far so good,positive
f55870bd77,watching nemecek go on her computer fun  lol i keed  norms was fun,s fun,positive
64ef4a7f47, the party has to be moved to next weekend  stupid weather,stupid weather,negative
e1c19defec, yes its herrrrr  dude im gonna  cry,yes its herrrrr  dude im gonna  cry,negative
d303e92e0a,aww my son gave me a purple g shock for mothers day,aww,positive
1bf63f87e7,is listening to prima j  rockstar so dang catchyy,is listening to prima j  rockstar so dang catchyy,neutral
75ac7319e8, why thankyou  garner suggested fannie bay but it is in darwin,why thankyou  garner suggested fannie bay but it is in darwin,neutral
8e7d8d2a14, well i miss her i think she would really like it  retrina,well i miss her i think she would really like it  retrina,neutral
722c3c7dab,presenting todayhope it leads to the ability to move up one day,hope,positive
9802befdec, avatarcamp photos perhaps  lol just itching to see them,avatarcamp photos perhaps  lol just itching to see them,neutral
72fafbc5f4,not feelin so hot,not feelin so hot,neutral
08a6d8a0da,mejer i couldnt remember what all the different cords meant i lost half of them leaving the graduation anyway,couldnt remember wh,negative
a3d51d9c94, ohh emmm geee souvlaki from dimitrisi wanna go homeeee  lol,ohh emmm geee,positive
f833250231,i spent an hour this morning going through yearbooks to see when each senior started to harleton my speech will be so boring,will be so boring,negative
9c43907052,is off to work,is off to work,neutral
a965a49d12,mobile phone checkin another fail americans service came close but crashed at the gate im now 0 for 3,fail,negative
4ec08d0329,last day im la i am so so sad,sad,negative
6505d675a7,oops i did it againreally shouldnt have,really shouldnt have,negative
81f6f611e4,will continue my dramathon episode 14 here i come,will continue my dramathon episode 14 here i come,neutral
34e4370330, college cops they get suspicious when they see more than one person in a group together,college cops they get suspicious when they see more than one person in a group together,neutral
0bc3d2ce9f,im feeling so nostalgic im sad but happy i dont now how to feel its over but not at the same time it just feels over  i love you,love,positive
cad716865e, i do too but not heavy rain which weve had 4 more than a wk,heavy,negative
735b830ca1,yay boxing although after the boxing sparring  eating have to spend the rest of the evening troubleshooting java code for hw,yay boxing although after the boxing sparring  eating have to spend the rest of the evening troubleshooting java code for hw,neutral
55d9a5268e, i suppose it has a certain 80s charm id personally hold out for the motorola 8 track phone i like my phones chunky,i suppose it has a certain 80s charm id personally hold out for the motorola 8 track phone i like my phones chunky,neutral
9afda201ce, what do you mean jorx,what do you mean jorx,neutral
d7468072f9,i hope they rerun this nerdprom later  sounds like theyre having lots of fun  thanks all for the playbyplay,g lots of fun,positive
a21015fcf5,in my room its too  warm windows open but im still cooking ,,negative
c6217bd9cc, good morning aww sorry that you were stuck in the airport for 12 hours,good morning aww sorry that you were stuck in the airport for 12 hours,neutral
634b135288,  yeah i should at least try myself  have a good night  visit with the chiro tmrw,  have a good night,positive
aeb9aaac87,up was sooo gooooood wood ranch bbq time dian deng pao,up was sooo gooooood,positive
727179a055,i wish i could of been at commencement this yr  i wonder if theyre really going to protest,wish,positive
c3d46bbb16,never part of these follow fridays,never part of these follow fridays,neutral
1dbe478001, heard you slutted it up im totally jealz i missed it maybe next time,heard you slutted it up,negative
a570a056d1, poor buddy being teased by mini puggy  i think what you need is a pughug,poor buddy being teased by mini puggy  i think what you need is a pughug,neutral
40238065a2, you dont have to rub it in,you dont have to rub it in,neutral
543cfb6ecd, not married any more silly man that was done long ago you do read my tweets barely escaped wout paying him alimony,not married any more silly man,negative
e6b78cdb01, i cant wait its most definately going to be amazing  3 michelle,i cant wait its most definately going to be amazing  3 michelle,positive
28e4ce73b7,reminising on such a wonderful day yesterday with my family and my love  nothing like shooting some basketball with the men in my life,such a wonderful day,positive
9a20c80b2a, guess its a no go girlie im still at the gym and work at 630am,guess its a no go girlie im still at the gym and work at 630am,neutral
267a5600e4,   doesnt show how people are more conservative in blackjack,,negative
76ebfe4c04,operation mischevious pinwheel to commence in 25 min lol  waiting on ed to show up,operation mischevious pinwheel to commence in 25 min lol  waiting on ed to show up,neutral
e24b42a23c, long shift tonight i really should sleep but im not tired had a nice talk with jon after work  gotta love that boy, long shift tonight i really should sleep but im not tired had a nice talk with jon after work  gotta love that boy,neutral
214e59211b,is actually workin the weekendnot for it,is actually workin the weekendnot for it,neutral
9bfd4a6e29,wish i didnt have to go to work tonight,wish,positive
6bccc53529, hey dude im finishing my lullaby  dude i saw a pic of you w long hair umm lets just say keep it short ha,hey dude im finishing my lullaby  dude i saw a pic of you w long hair umm lets just say keep it short ha,neutral
530c0d6626, weekend is going great  yours,weekend is going great,positive
adef5df171, oh no,oh no,neutral
ec6f485840,sad face moment of the day,sad face moment of the day,negative
24b92dfc1e, 5 happiness chinese totally disappointed  the food is usually good fail,disappointed,negative
caa112b3eb,this is my second to last biology and the first time that i have ever been on time haha,this is my second to last biology and the first time that i have ever been on time haha,neutral
b137db3dee,had cold rock choc mintbubblegumcookieflakenerds yum xd   had a fun day,fun,positive
d8867e4d4e, im not posh enough to read tatler,im not posh enough to read tatler,neutral
5eb78ad113,right coursework now promise,right coursework now promise,neutral
0059233cd3,great albumlucky to have this on vinyl   httpblipfm5jhtv,great album,positive
59e3ebdcb5, im just a couple bus stops away from an lc but i didnt realize that until about a month or so ago,im just a couple bus stops away from an lc but i didnt realize that until about a month or so ago,neutral
90c3226ac6,j heehee i love you i am tired,j heehee i love you i am tired,neutral
3bdbba0d6d,wish i was at sri panwa now,wish,positive
0757b688fa,phone with kayla johnathan and cisco  woo,phone with kayla johnathan and cisco  woo,neutral
bbe8bf6fe1,im christine and im a friggin shopaholic check out my new coat  had to promise someone i wouldnt spend for 2 weeks after buying this,promise,positive
0150068257,after pub lunch am now going to daughters for tea life is good,life is good,positive
9c2bd778ea, sorry i didnt message you yet i couldnt get my thoughts straight but tomorrow ill try  goodnight,sorry i didnt message you yet i couldnt get my thoughts straight but tomorrow ill try  goodnight,neutral
d29c52c068, right but im a stickler for correct dpi export and color value  im going to dig in and find out if this is possible,right but im a stickler for correct dpi export and color value  im going to dig in and find out if this is possible,neutral
5bc4aa80dd, thanks for reading my blog and for laughing at my perils and tragedies cries,thanks for reading my blog and for laughing at my perils and tragedies cries,neutral
a90a0f5c11, ps are you a doctor or swine flu paranoid,ps are you a doctor or swine flu paranoid,neutral
6e22c9794a,  lost luggage sorry to hear  you should check out our selection of travel luggage here httpbudurlcom9mua, sorry,positive
a373925226, ember with dante i have so much fun with him  can i smile any harder,so much fun,positive
0a42fb3d85,no churchill downs for me tomorrow,no churchill downs for me tomorrow,neutral
a5ea47ada7,sitting in katies house with jo the other two are away doing stuff and i have swine flu  and bronchitis but thats a diff story,sitting in katies house with jo the other two are away doing stuff and i have swine flu  and bronchitis but thats a diff story,negative
4769d6feb4, hugs im glad you got to spend time with your mom  if your free tonight drop by for some spaghetti,glad,positive
4798eb577c,today i was so happy got i got off school early but now im bored,today i was so happy got i got off school early but now im bored,neutral
488ad3f353,had a nice concert yesterday nice location nice people it was great but i have a bad cold since yesterday night  being sick sucks,nice co,positive
a454494a8a,ouch my back man im sick,man im sick,negative
fa52ceb912, major fail since you asked,fail,negative
4f26fc0981, aw thats cute,aw thats cute,positive
6504d7ef9b,  hugs,hugs,neutral
9d350a491f,im soo happy kellz is back from tn we bout hang out  all the time,im soo happy,positive
8a2abadce0,oh my i have to play cluedo,oh my i have to play cluedo,neutral
7af6be2883,friday and its raining,friday and its raining,neutral
51679bb9c7,  i love youi love youi love you youre the most beautiful and sweet girl ever,ui love you,positive
880accd006,ho naw it was before the 15 mins bug where tanks would stop spawning after 15 mins  im glad i get to keep it,glad,positive
ff2b9c53ac, you have a dm amigui,you have a dm amigui,neutral
2e4474001e,no food since woke up,no food,negative
96616bea90,trying to win tickets comon dc101,trying to win tickets comon dc101,neutral
60f9d46076, just got home lng,just got home lng,neutral
1ca52945d1,missing you all deeply,missing you all deeply,negative
095bbadf62,yay for bank holidays,yay,positive
9323ae4bc0,im sending a happy mamas day shout to the greatest twitmama ever to  u kick  all day  everyday lovely sons,im sending a happy mamas day shout to the greatest twitmama ever to  u kick  all day  everyday lovely sons,positive
c92b5a0bf7, ahh seen a few of those drop but i just tossed them thinking it was a once only turn in,ahh seen a few of those drop but i just tossed them thinking it was a once only turn in,neutral
3ce92de734,i dont like waiting,i dont like,negative
b07a7765fd, it was the best evar  my first you didnt awnser any of my questions  xoxo,best,positive
1626fc6a67,two months from today till im mrs josiah ahhhh,two months from today till im mrs josiah ahhhh,neutral
2312869bf4, hey maria im so sorry  i think i accidentally disconnected you     thank you so much for trying headed to your site soon,hey maria im so sorry  i think i accidentally disconnected you     thank you so much for trying headed to your site,neutral
407d628039,is cute,is cute,positive
7bb5959eac,boo for all the season finales,boo fo,negative
bc1e4ea01c, ahhh  i knowww i saw it may 5th and 6th in newcastle and it was so good im soo excited for 6th june as its my bday aswell, im soo excited for 6th june as its my bday aswell,positive
fa0e396f0c,taking the dog on a walkthe weather is perfect rite now  p sucks becuz she didnt come with me hahaha,perfect,positive
4389889700,maaaan it is way too nice outside to be in here working,nice,positive
c1be5778cd,is going out in the rain,is going out in the rain,neutral
02259bd31f,ming  me is gg for summer sch though not attachment yan can go see the blog check my msn or ask kinny,ming  me is gg for summer sch though not attachment yan can go see the blog check my msn or ask kinny,neutral
8dac14082f, i wish i could have a pole we got no space for it  maybe i should throw out some furniture and get a pole,i wish,positive
f63c9988a4,good morning sunshine   tiime for chooool  lol  bbl,good,positive
e8c6f175ba, oh thas cool  you know i only kinda knew bouts you cuz of ericson haha when you guys were together x,oh thas cool  you know i only kinda knew bouts you cuz of ericson haha when you guys were together,neutral
e88d4be483, i didnt get to chat     oh well  time to eat a praline,i didnt get to chat,negative
07726716b7,bit devastated that i lost my entire documents folder on my home computer,lost,negative
16b4cae29a, i may be in the us for it in which case ill attend but if its off my own back i cant afford to go,i may be in the us for it in which case ill attend but if its off my own back i cant afford to go,neutral
8d119275f0, i have tickets worth about 70 kd  about 880 derham  for ta3yeem my cars window,i have tickets worth about 70 kd  about 880 derham  for ta3yeem my cars window,neutral
df0a8f7b4e, next time you are around please let me and  know and we will take you for lunch too,next time you are around please let me and  know and we will take you for lunch too,neutral
baa7df9301, im so bummed out right nownobody loves me,im so bummed,negative
fa319d237a,lol omg  replied back to me out of all ppl thx,thx,positive
6a9ce86df4,loved britains got talent last night  shaun and greg were both amazing  were they hot toocant say i noticed,loved,positive
7f09d0937d, its well good,its well good,positive
fafe42afd7, hi im goin to see you on wednesay at shepards bush,hi im goin to see you on wednesay at shepards bush,neutral
a0a2e2c82a, hahah me too except for when haley gets hit by a car  but yay leyton,hahah me too except for when haley gets hit by a car  but yay leyton,neutral
377d4806d9, i love catching people singing in their cars even better if theyre dancing,love,positive
2c221c7be6,its official im finally getting grey hairs at 36  fb,its official im finally getting grey hairs at 36,neutral
f8243e344c,break from packing watching the office  pam i had just woken up i didnt look cute thats how i knew he meant it,i didnt look cute,negative
fb74fe88e2, we have two small dogs good to hear that center parcs wd take them cruising to new york on the queen mary 2 real treat,good,negative
ec606fe7ae,i only think of you as breaking my heart im trying to keep it together but im falling apart,i only think of you as breaking my heart im trying to keep it together but im falling apart,negative
abdf7e209b,frustrated i just found out our sitter isnt avail tonight now what no tkd test 4 me i guess  good thing im married to the instructor,frustrated i just found out our sitter isnt avail tonight now what no tkd test 4 me i guess  good thing im married to the instructor,neutral
b92225fd95,thats a whole lot of rainstorm goin on  maybe i wont go out tonight,thats a whole lot of rainstorm goin on  maybe i wont go out tonight,neutral
390abf15ad, its sunny atm need to drop my brother for his classes later so will find out then,its sunny atm need to drop my brother for his classes later so will find out then,neutral
d5f15a64fc,see i told you  im updating my personal site with lots of goodies check them out as they come httpwwwdennisgomezcom,ee i told you  im updating my personal site with lots of goodies check them out as they come,neutral
e62c88c16c,busy exam week coming up always look on the bright side of life  whistle,always look on the bright side of life,positive
ea25f3379e,hahahahah i woke up at 9 today totally missed lecture and the quiz  open lab was useless chipotle w silvera and jenny was greeat 8d,hahahahah i woke up at 9 today totally missed lecture and the quiz  open lab was useless chipotle w silvera and jenny was greeat 8d,neutral
44fbafd72a,heading off to schoool going to have a good day i just knoww,good,positive
a1d9a17664,went to the vending maching to get bugles no bugles  perhaps it is a sign that i dont need the snack anyway,went to the vending maching to get bugles no bugles  perhaps it is a sign that i dont need the snack anyway,neutral
6763d86bad,i completely forgot it was mothersday today lol  happy mothersday to all of you beautiful mums out there,i completely forgot it was mothersday today lol  happy mothersday to all of you beautiful mums out there,positive
a25c3cd6c7,poor johnny is sick   looks like hell be going to the vet tomorrow,sick,negative
7d5bf40e9d,i want a fake blt,i want a fake blt,neutral
83f3364246, there is no sale in botega,there is no sale in botega,neutral
c64234ad2c,happy mothers day,happy mothers day,positive
e5af32e35c,i am going to work than ill be home and im going to look for my camera since it must be lost in my house everyone have a wonderful day,everyone have a wonderful day,positive
338aa856ea,i wasnt going to go out tonight but looks like ill be heading over to main street,i wasnt going to go out tonight but looks like ill be heading over to main street,neutral
7dee3c3503, just called me a cheeseburglar he made me sad,he made me sad,negative
ad11d4a580, thanks  your my first lol,thanks  your my first lol,neutral
0e876182ab,taffjones  oh andnevar use kde it is made of fail,it is made of fail,negative
fd01e084e6,i dont know ,i dont know ,neutral
8214a1caae, 1 pm,1 pm,neutral
dddef5ad8b,trying to find a foreign place in a foreign town  i have being lost,i have being lost,negative
055fe824e5,ended up face to face with a bear on 181 driving home this evening  sadly he took off into the woods before i hauled out my cameraphone,sadly,negative
00ce50e664,got caught in the rain outside now im cold bbbbrrrrrrrrr,got caught in the rain outside now im cold bbbbrrrrrrrr,neutral
733a1a160e,i gave my brother a hug goodbye as he took a load of furniture away from the house he took the mattress i like,i gave my brother a hug goodbye as he took a load of furniture away from the house he took the mattress i like,neutral
e2067d2638,cass my throat hurts today  blahhh,hurts,negative
eaa7955eca,round two of vega vanilla chai flavor  just realized that i have only 45 days left,round two of vega vanilla chai flavor  just realized that i have only 45 days left,neutral
07c80428cd, indeed thanks for sharing that now i can go to sleep giggling night,thanks,positive
9dddc06e42, follow her shes lonelyyyy,follow her shes lonelyyyy,neutral
0533325f68,home from the mall   got mommys gift for tomrrow,home from the mall   got mommys gift for tomrrow,neutral
42faadd0a6,   guess potus will be able to do more digging  folo up on the ss nomination hes in a good pos 2 do that,a good,positive
f340e9c524,ugh i definitely speak too soon,ugh i definitely speak too soon,neutral
c9896d97e2,erica yea its tough to keep it going sometimes im not sure its worth it,tough,negative
9afe83da6a,im completely exhausted thanks to yesterday  can i go home yet,exhausted,negative
cac1f28645,cleaning time,cleaning time,neutral
6874560c49, that happened to me so often i hated it every time i moved to a username that i thought id love i moved soon after,i hated it,negative
4c94224c0a, morning  hope u r well im off to bed soon,hope u r well,positive
873eb7150e,going to bed happy mothers day people,happy mothers day people,positive
7e43bd056a,yes hes really back i couldnt wait for this day to arrive and finally its here gale is back  im pos httptinyurlcomdzzaf5,yes hes really back i couldnt wait for this day to arrive and finally its here,positive
e8383035f5, you left me first  and left your bed here for me to look at, you left me first  and left your bed here for me to look at,neutral
6b59df5c9b, ugh my trousers do that too and ive never found a way to combat it its so weird,weird,negative
2a69c2fa17, my excolleagues from shaanxi kept boasting of their native noodles so im really curious about shaanxi food,im really curious,positive
ab47f25d4e, ooooo i love pretty feet,love,positive
f122f8915a,cant chat with  since i have to go to school now  httptinyurlcommf88dz,cant chat with  since i have to go to school now  httptinyurlcommf88dz,neutral
4a726e9eba, he thinks hes a gangsterrr  his  dont even fit in g unit  i know  ,he thinks hes a gangsterrr  his  dont even fit in g unit,negative
61fc125f6c, im 20  believe me ive tried im just too ginger freckles join up on my face  thats it  get it out a bottle cancer ,freckles,negative
cb9c2090aa, itll probably come out like im drunk or somethingill be so nervous lolthats why we will be there to help eachother,itll probably come out like im drunk or somethingill be so nervous lolthats why we will be there to help eachother,neutral
2d4d5fe8b1,doing more uni assignments,doing more uni assignments,neutral
d05f8cd3cc, yeah ill be on verizon so those are my two options right now,yeah ill be on verizon so those are my two options right now,neutral
f9aebaf2e9,i wish my drems could come true,i wish my drems could come true,positive
2e7de7ae8d, love your show  ,love,positive
cfbdec51c4,time to go swimming in the freezing water at kalies yeah,yeah,positive
a2d355295b, yeah  and liljessx did only ones that care for me,yeah  and liljessx did only ones that care for me,neutral
2b0c8970e5, thanks  i am doing good did you read any of my blog posts,thanks  i am doing good,positive
e9d5ac3e2f,  i got a  of hw to do 2nite,,negative
d83fd6c942,3 tweeets     fgs tweekdeckkk hates me  cryyyy,kk hates me  cryy,negative
462149c135,someone stole my new laptop at the airport havent even used it guess the us economy is breeding a new set of opportinists,someone stole my new laptop at the airport,negative
d6bf437268, i scare you no,scare,negative
58fdd3cd6b, heh i meant differences between b3 and b4,heh i meant differences between b3 and b4,neutral
5177a8263b,loving mondays for so many reasons,loving mondays,positive
675290d478, any chance you might come back to moncton i had to miss the show tonight,miss,negative
e9a6eeeb89,nicole httptwitpiccom4t6qx  i have the exact same pic except its my hubby  my chihuahua tucker   very cute,y cute,positive
7dde7c1aa5,sko next time just go online and show the club owner an ean golden video hahaha  i am fan did i mention that ,fan,positive
